query_loan_id,query_path,match_loan_id,match_path,rank,cosine_similarity,risk_level,pair_key,query_dataset_loan_id,query_business_loan_id,query_business_type,query_customer_id,query_customer_id_status,query_similar_group,query_is_similar_pair,match_dataset_loan_id,match_business_loan_id,match_business_type,match_customer_id,match_customer_id_status,match_similar_group,match_is_similar_pair,customer_relation,customer_relation_source,identity_evidence_level,customer_relation_label,monitor_threshold,is_suspicious,fraud_type,fraud_type_label,fraud_type_label_zh,monitor_risk_level,review_priority,recommended_action_zh,score_gap_to_threshold,query_risk_degree,match_risk_degree,risk_cluster_id,risk_cluster_size,cross_business_scene,fraud_score,score_component_similarity,score_component_threshold_margin,score_component_customer_relation,score_component_cross_product,score_component_node_degree,score_component_cluster_size,fraud_score_level,fraud_score_level_zh,innovation_tags
loan_009,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_009\face_signing.jpg,loan_003,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_003\face_signing.jpg,1,0.9510425329208374,medium,loan_003::loan_009,loan_009,LN2024000009,消费贷,a4bf3f901b79bf0a77a4a51a093e10bd1cb986c67d80dd7be466c8158c1f1034,matched_format_only,,0,loan_003,LN2024000003,商户易贷,3d84a8fdf3089439635f359d6a8aacfee62019a6ed7831d05f9e4ab3153f3986,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,medium,standard,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.0010425329208374468,2,5,RISK_CLUSTER_002,9,True,1.0,0.4945,0.005,0.18,0.06,0.18,0.12,critical,极高,跨客户高相似、跨产品复用、风险关系簇、高连接节点、极高综合欺诈分
loan_052,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_052\face_signing.jpg,loan_003,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_003\face_signing.jpg,3,0.9503746032714844,medium,loan_003::loan_052,loan_052,LN2024000052,锡微贷,12a24e1826409273a117fdc9f582063b309fe466d2d1ee181bd1dcdf2348400d,matched_format_only,SG_002,1,loan_003,LN2024000003,商户易贷,3d84a8fdf3089439635f359d6a8aacfee62019a6ed7831d05f9e4ab3153f3986,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,medium,standard,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.0003746032714844194,3,5,RISK_CLUSTER_002,9,True,1.0,0.4942,0.0018,0.18,0.06,0.18,0.12,critical,极高,跨客户高相似、跨产品复用、风险关系簇、高连接节点、极高综合欺诈分
loan_016,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_016\face_signing.jpg,loan_059,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_059\face_signing.jpg,1,0.9807956218719482,high,loan_016::loan_059,loan_016,LN2024000016,锡微贷,79d3e33a18205f3a822bfa5653d6f932342fd4cb30d5190111b20635f85b9319,matched_format_only,SG_006,1,loan_059,LN2024000059,商户易贷,7c3e9b9e9e2fd2e43812672cceb12b8392d6c0732d1e056d32c98dea9c87ba2a,matched_format_only,SG_006,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.030795621871948287,2,2,RISK_CLUSTER_005,3,True,0.9978,0.51,0.1478,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
loan_003,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_003\face_signing.jpg,loan_008,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_008\face_signing.jpg,2,0.9527286291122437,medium,loan_003::loan_008,loan_003,LN2024000003,商户易贷,3d84a8fdf3089439635f359d6a8aacfee62019a6ed7831d05f9e4ab3153f3986,matched_format_only,,0,loan_008,LN2024000008,商户易贷,dcba35a29ef7256c3c5779fe213be248070801fde16cea69acb377bbcbaf4782,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,medium,standard,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.0027286291122436968,5,3,RISK_CLUSTER_002,9,False,0.9885,0.4954,0.0131,0.18,0.0,0.18,0.12,critical,极高,跨客户高相似、风险关系簇、高连接节点、极高综合欺诈分
loan_043,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_043\face_signing.jpg,loan_070,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_070\face_signing.jpg,1,0.9789483547210692,high,loan_043::loan_070,loan_043,LN2024000043,商户易贷,c751eddafd4d00b0dcc09b29d21a19dd664c255d3e4b3655742455abf163b774,matched_format_only,SG_013,1,loan_070,LN2024000070,消费贷,1277e00fd953c94fe22c2fb4a6c4f62c8f33cc041f9b28ff721005cdc84e9ea5,matched_format_only,SG_013,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.02894835472106927,2,2,RISK_CLUSTER_015,3,True,0.988,0.5091,0.139,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
loan_052,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_052\face_signing.jpg,loan_008,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_008\face_signing.jpg,2,0.9510906338691713,medium,loan_008::loan_052,loan_052,LN2024000052,锡微贷,12a24e1826409273a117fdc9f582063b309fe466d2d1ee181bd1dcdf2348400d,matched_format_only,SG_002,1,loan_008,LN2024000008,商户易贷,dcba35a29ef7256c3c5779fe213be248070801fde16cea69acb377bbcbaf4782,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,medium,standard,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.001090633869171298,3,3,RISK_CLUSTER_002,9,True,0.9798,0.4946,0.0052,0.18,0.06,0.12,0.12,critical,极高,跨客户高相似、跨产品复用、风险关系簇、高连接节点、极高综合欺诈分
loan_071,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_071\face_signing.jpg,loan_070,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_070\face_signing.jpg,1,0.9767934679985046,high,loan_070::loan_071,loan_071,LN2024000071,商户易贷,983a437e9c3b6903d53329a9af4d07f7fef24599e340f5429636ae99cb750432,matched_format_only,SG_013,1,loan_070,LN2024000070,消费贷,1277e00fd953c94fe22c2fb4a6c4f62c8f33cc041f9b28ff721005cdc84e9ea5,matched_format_only,SG_013,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.026793467998504683,2,2,RISK_CLUSTER_015,3,True,0.9765,0.5079,0.1286,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
loan_064,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_064\face_signing.jpg,loan_028,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_028\face_signing.jpg,1,0.976655662059784,high,loan_028::loan_064,loan_064,LN2024000064,锡微贷,be24fc86f78af063fe1acf83a42e9cd954ee809e9cd6411ad47104353f213034,matched_format_only,SG_010,1,loan_028,LN2024000028,消费贷,07c56d43e9708fcb06575e7a2dc069fd2fd0c915111850565a0f75731555eea5,matched_format_only,SG_010,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.02665566205978409,2,2,RISK_CLUSTER_013,3,True,0.9758,0.5079,0.1279,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
loan_072,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_072\face_signing.jpg,loan_073,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_073\face_signing.jpg,1,0.9757980704307556,high,loan_072::loan_073,loan_072,LN2024000072,锡微贷,5afafbf69193422a5fd13d9024f551cce72b80e7dc308ebd4148775f85c82507,matched_format_only,SG_014,1,loan_073,LN2024000073,商户易贷,0ef48d79f068d97afab919814a2a90497e00476e09dd3a9f8a19e5f13f68bb02,matched_format_only,SG_014,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.02579807043075566,2,2,RISK_CLUSTER_009,3,True,0.9712,0.5074,0.1238,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
loan_060,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_060\face_signing.jpg,loan_061,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_061\face_signing.jpg,1,0.9756958484649658,high,loan_060::loan_061,loan_060,LN2024000060,消费贷,f984f1791e368eba74def065fb9afca31cdffc4dfee02cf2665794f19e0a998e,matched_format_only,SG_007,1,loan_061,LN2024000061,锡微贷,980c90a7bda2d5895a08a6b68098c2a5f565eaa209891d474aa21a604269178a,matched_format_only,SG_007,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.025695848464965865,2,2,RISK_CLUSTER_012,3,True,0.9707,0.5074,0.1233,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
loan_035,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_035\face_signing.jpg,loan_066,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_066\face_signing.jpg,1,0.9756929278373718,high,loan_035::loan_066,loan_035,LN2024000035,锡微贷,db8891549d0cf3bd7b98a65c7c2c00725900ad442b6eb8aae18d693854f67271,matched_format_only,SG_011,1,loan_066,LN2024000066,商户易贷,9ba64175940e58e5696e7c12bceaaf4640b65f18675ff1ebe6920a786c2e9ae2,matched,SG_011,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.02569292783737187,2,2,RISK_CLUSTER_008,3,True,0.9707,0.5074,0.1233,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
loan_035,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_035\face_signing.jpg,loan_067,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_067\face_signing.jpg,2,0.9756802916526794,high,loan_035::loan_067,loan_035,LN2024000035,锡微贷,db8891549d0cf3bd7b98a65c7c2c00725900ad442b6eb8aae18d693854f67271,matched_format_only,SG_011,1,loan_067,LN2024000067,消费贷,4f0a153bc40585d2097544d9b750761bfe23a1671d4a0b1f91367a5221185e8f,matched_format_only,SG_011,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.025680291652679488,2,2,RISK_CLUSTER_008,3,True,0.9706,0.5074,0.1233,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
loan_002,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_002\face_signing.jpg,loan_051,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_051\face_signing.jpg,1,0.9753119349479676,high,loan_002::loan_051,loan_002,LN2024000002,商户易贷,a497baa84c1856224c6585ef54a2a51e915066449a6f91fe9756292880eeb16a,matched_format_only,SG_001,1,loan_051,LN2024000051,消费贷,5c66553abba52975505659e0dd09fb30b51bcb37a005c097e5032d3e475b8a24,matched_format_only,SG_001,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.025311934947967685,2,2,RISK_CLUSTER_001,3,True,0.9687,0.5072,0.1215,0.18,0.06,0.08,0.02,critical,极高,跨客户高相似、跨产品复用、风险关系簇、极高综合欺诈分
