query_loan_id,match_loan_id,decision,note
loan_2480,loan_0112,1,stage1_recall_first_fp_confirmed_true
loan_3531,loan_0112,1,stage1_recall_first_fp_confirmed_true
loan_1995,loan_0115,1,stage1_recall_first_fp_confirmed_true
loan_2481,loan_0115,1,stage1_recall_first_fp_confirmed_true
loan_4061,loan_0115,1,stage1_recall_first_fp_confirmed_true
loan_0177,loan_0117,1,stage1_recall_first_fp_confirmed_true
loan_2179,loan_0117,1,stage1_recall_first_fp_confirmed_true
loan_3146,loan_0117,1,stage1_recall_first_fp_confirmed_true
loan_4177,loan_0117,1,stage1_recall_first_fp_confirmed_true
loan_0423,loan_0118,1,stage1_recall_first_fp_confirmed_true
loan_0800,loan_0118,1,stage1_recall_first_fp_confirmed_true
loan_2203,loan_0119,1,stage1_recall_first_fp_confirmed_true
loan_1324,loan_0120,1,stage1_recall_first_fp_confirmed_true
loan_2064,loan_0120,1,stage1_recall_first_fp_confirmed_true
loan_2485,loan_0120,1,stage1_recall_first_fp_confirmed_true
loan_3533,loan_0120,1,stage1_recall_first_fp_confirmed_true
loan_4067,loan_0120,1,stage1_recall_first_fp_confirmed_true
loan_2127,loan_0122,1,stage1_recall_first_fp_confirmed_true
loan_2486,loan_0122,1,stage1_recall_first_fp_confirmed_true
loan_2204,loan_0123,1,stage1_recall_first_fp_confirmed_true
loan_0429,loan_0126,1,stage1_recall_first_fp_confirmed_true
loan_1145,loan_0126,1,stage1_recall_first_fp_confirmed_true
loan_0126,loan_2487,1,stage1_recall_first_fp_confirmed_true
loan_0126,loan_3534,1,stage1_pair_label_confirmed_true
loan_2205,loan_0127,1,stage1_recall_first_fp_confirmed_true
loan_0320,loan_0131,1,stage1_recall_first_fp_confirmed_true
loan_1083,loan_0131,1,stage1_recall_first_fp_confirmed_true
loan_3535,loan_0131,1,stage1_recall_first_fp_confirmed_true
loan_0132,loan_0297,1,stage1_pair_label_confirmed_true
loan_2206,loan_0132,1,stage1_recall_first_fp_confirmed_true
loan_0133,loan_0851,1,stage1_symmetric_iterative_fp_confirmed_true_round3
loan_1972,loan_0133,1,stage1_recall_first_fp_confirmed_true
loan_1217,loan_0136,1,stage1_recall_first_fp_confirmed_true
loan_1386,loan_0136,1,stage1_recall_first_fp_confirmed_true
loan_2490,loan_0136,1,stage1_recall_first_fp_confirmed_true
loan_2207,loan_0138,1,stage1_recall_first_fp_confirmed_true
loan_0298,loan_0139,1,stage1_recall_first_fp_confirmed_true
loan_3267,loan_0139,1,stage1_recall_first_fp_confirmed_true
loan_1783,loan_0140,1,stage1_recall_first_fp_confirmed_true
loan_2492,loan_0140,1,stage1_recall_first_fp_confirmed_true
loan_2208,loan_0142,1,stage1_recall_first_fp_confirmed_true
loan_2494,loan_0145,1,stage1_recall_first_fp_confirmed_true
loan_1897,loan_0146,1,stage1_recall_first_fp_confirmed_true
loan_0168,loan_0147,1,stage1_recall_first_fp_confirmed_true
loan_2496,loan_0147,1,stage1_recall_first_fp_confirmed_true
loan_3137,loan_0147,1,stage1_recall_first_fp_confirmed_true
loan_4168,loan_0147,1,stage1_recall_first_fp_confirmed_true
loan_0590,loan_0152,1,stage1_recall_first_fp_confirmed_true
loan_1614,loan_0152,1,stage1_recall_first_fp_confirmed_true
loan_2497,loan_0152,1,stage1_recall_first_fp_confirmed_true
loan_3539,loan_0152,1,stage1_recall_first_fp_confirmed_true
loan_0154,loan_1984,1,stage1_pair_label_confirmed_true
loan_2209,loan_0154,1,stage1_recall_first_fp_confirmed_true
loan_1881,loan_0158,1,stage1_recall_first_fp_confirmed_true
loan_2210,loan_0161,1,stage1_recall_first_fp_confirmed_true
loan_2499,loan_0162,1,stage1_recall_first_fp_confirmed_true
loan_1215,loan_0164,1,stage1_recall_first_fp_confirmed_true
loan_1428,loan_0164,1,stage1_recall_first_fp_confirmed_true
loan_2500,loan_0164,1,stage1_recall_first_fp_confirmed_true
loan_3541,loan_0164,1,stage1_recall_first_fp_confirmed_true
loan_2501,loan_0166,1,stage1_recall_first_fp_confirmed_true
loan_2496,loan_0168,1,stage1_recall_first_fp_confirmed_true
loan_3116,loan_0168,1,stage1_recall_first_fp_confirmed_true
loan_4147,loan_0168,1,stage1_recall_first_fp_confirmed_true
loan_0169,loan_0844,1,stage1_pair_label_confirmed_true
loan_0169,loan_2211,1,stage1_pair_label_confirmed_true
loan_1711,loan_0170,1,stage1_recall_first_fp_confirmed_true
loan_2024,loan_0170,1,stage1_recall_first_fp_confirmed_true
loan_2502,loan_0170,1,stage1_recall_first_fp_confirmed_true
loan_1082,loan_0172,1,stage1_recall_first_fp_confirmed_true_round5
loan_1683,loan_0172,1,stage1_recall_first_fp_confirmed_true
loan_2503,loan_0172,1,stage1_recall_first_fp_confirmed_true
loan_3543,loan_0172,1,stage1_recall_first_fp_confirmed_true_final_pending_rerun
loan_0719,loan_0175,1,stage1_recall_first_fp_confirmed_true
loan_2075,loan_0175,1,stage1_recall_first_fp_confirmed_true
loan_0175,loan_2505,1,stage1_recall_first_fp_confirmed_true
loan_3544,loan_0175,1,stage1_recall_first_fp_confirmed_true
loan_2506,loan_0176,1,stage1_recall_first_fp_confirmed_true
loan_2179,loan_0177,1,stage1_recall_first_fp_confirmed_true
loan_059,loan_017,1,stage1_recall_first_fp_confirmed_true
loan_2212,loan_0180,1,stage1_recall_first_fp_confirmed_true
loan_0182,loan_1004,1,stage1_symmetric_unique_fp_confirmed_true
loan_1761,loan_0182,1,stage1_recall_first_fp_confirmed_true
loan_2507,loan_0182,1,stage1_recall_first_fp_confirmed_true
loan_3545,loan_0182,1,stage1_recall_first_fp_confirmed_true
loan_2508,loan_0184,1,stage1_recall_first_fp_confirmed_true
loan_0185,loan_1948,1,stage1_pair_label_confirmed_true
loan_0185,loan_2213,1,stage1_pair_label_confirmed_true
loan_0187,loan_0788,1,stage1_pair_label_confirmed_true
loan_1911,loan_0187,1,stage1_recall_first_fp_confirmed_true
loan_2509,loan_0187,1,stage1_recall_first_fp_confirmed_true
loan_1874,loan_0190,1,stage1_recall_first_fp_confirmed_true
loan_2510,loan_0190,1,stage1_recall_first_fp_confirmed_true
loan_0328,loan_0191,1,stage1_recall_first_fp_confirmed_true
loan_1961,loan_0191,1,stage1_recall_first_fp_confirmed_true
loan_2511,loan_0191,1,stage1_recall_first_fp_confirmed_true
loan_0587,loan_0194,1,stage1_recall_first_fp_confirmed_true
loan_1836,loan_0194,1,stage1_recall_first_fp_confirmed_true
loan_2512,loan_0194,1,stage1_recall_first_fp_confirmed_true
loan_3548,loan_0194,1,stage1_recall_first_fp_confirmed_true
loan_0195,loan_1988,1,stage1_pair_label_confirmed_true
loan_2031,loan_0195,1,stage1_recall_first_fp_confirmed_true
loan_2513,loan_0195,1,stage1_recall_first_fp_confirmed_true
loan_1230,loan_0200,1,stage1_recall_first_fp_confirmed_true
loan_1331,loan_0200,1,stage1_recall_first_fp_confirmed_true
loan_2514,loan_0200,1,stage1_recall_first_fp_confirmed_true
loan_3550,loan_0200,1,stage1_recall_first_fp_confirmed_true
loan_0205,loan_1613,1,stage1_pair_label_confirmed_true
loan_2214,loan_0205,1,stage1_recall_first_fp_confirmed_true
loan_1618,loan_0207,1,stage1_recall_first_fp_confirmed_true
loan_2002,loan_0207,1,stage1_recall_first_fp_confirmed_true
loan_2515,loan_0207,1,stage1_recall_first_fp_confirmed_true
loan_3602,loan_0207,1,stage1_recall_first_fp_confirmed_true
loan_1749,loan_0209,1,stage1_recall_first_fp_confirmed_true
loan_2215,loan_0209,1,stage1_recall_first_fp_confirmed_true
loan_0210,loan_0393,1,stage1_pair_label_confirmed_true
loan_1675,loan_0210,1,stage1_recall_first_fp_confirmed_true
loan_2516,loan_0210,1,stage1_recall_first_fp_confirmed_true
loan_3552,loan_0210,1,stage1_recall_first_fp_confirmed_true
loan_2517,loan_0211,1,stage1_recall_first_fp_confirmed_true
loan_2216,loan_0212,1,stage1_recall_first_fp_confirmed_true
loan_0552,loan_0215,1,stage1_recall_first_fp_confirmed_true
loan_0215,loan_1395,1,stage1_pair_label_confirmed_true
loan_2518,loan_0215,1,stage1_recall_first_fp_confirmed_true
loan_3553,loan_0215,1,stage1_recall_first_fp_confirmed_true
loan_2217,loan_0218,1,stage1_recall_first_fp_confirmed_true
loan_0219,loan_2148,1,stage1_pair_label_confirmed_true
loan_1884,loan_0222,1,stage1_recall_first_fp_confirmed_true
loan_2519,loan_0222,1,stage1_recall_first_fp_confirmed_true
loan_1865,loan_0223,1,stage1_recall_first_fp_confirmed_true
loan_2520,loan_0223,1,stage1_recall_first_fp_confirmed_true
loan_0226,loan_0920,1,stage1_pair_label_confirmed_true
loan_2219,loan_0226,1,stage1_symmetric_unique_fp_confirmed_true
loan_1390,loan_0228,1,stage1_recall_first_fp_confirmed_true
loan_2521,loan_0228,1,stage1_recall_first_fp_confirmed_true
loan_0963,loan_0229,1,stage1_recall_first_fp_confirmed_true
loan_0229,loan_1807,1,stage1_pair_label_confirmed_true
loan_2522,loan_0229,1,stage1_recall_first_fp_confirmed_true
loan_3555,loan_0229,1,stage1_recall_first_fp_confirmed_true
loan_0406,loan_0232,1,stage1_recall_first_fp_confirmed_true
loan_0507,loan_0232,1,stage1_recall_first_fp_confirmed_true
loan_2523,loan_0232,1,stage1_recall_first_fp_confirmed_true
loan_3556,loan_0232,1,stage1_recall_first_fp_confirmed_true
loan_1815,loan_0233,1,stage1_recall_first_fp_confirmed_true
loan_2220,loan_0233,1,stage1_recall_first_fp_confirmed_true
loan_0234,loan_1792,1,stage1_pair_label_confirmed_true
loan_2221,loan_0235,1,stage1_recall_first_fp_confirmed_true
loan_0237,loan_0584,1,stage1_pair_label_confirmed_true
loan_3557,loan_0237,1,stage1_recall_first_fp_confirmed_true
loan_1985,loan_0239,1,stage1_recall_first_fp_confirmed_true
loan_2187,loan_0239,1,stage1_recall_first_fp_confirmed_true
loan_2114,loan_0240,1,stage1_recall_first_fp_confirmed_true
loan_2222,loan_0240,1,stage1_recall_first_fp_confirmed_true
loan_0241,loan_1715,1,stage1_pair_label_confirmed_true
loan_2137,loan_0241,1,stage1_recall_first_fp_confirmed_true
loan_0241,loan_4069,1,stage1_symmetric_unique_fp_confirmed_true
loan_0877,loan_0242,1,stage1_recall_first_fp_confirmed_true
loan_1320,loan_0242,1,stage1_recall_first_fp_confirmed_true
loan_2528,loan_0242,1,stage1_recall_first_fp_confirmed_true
loan_2529,loan_0244,1,stage1_recall_first_fp_confirmed_true
loan_1008,loan_0246,1,stage1_recall_first_fp_confirmed_true
loan_1195,loan_0246,1,stage1_recall_first_fp_confirmed_true
loan_2530,loan_0246,1,stage1_recall_first_fp_confirmed_true
loan_3560,loan_0246,1,stage1_recall_first_fp_confirmed_true
loan_0247,loan_1793,1,stage1_pair_label_confirmed_true
loan_0247,loan_2223,1,stage1_pair_label_confirmed_true
loan_0249,loan_1383,1,stage1_symmetric_unique_fp_confirmed_true
loan_2112,loan_0249,1,stage1_symmetric_unique_fp_confirmed_true
loan_1940,loan_0253,1,stage1_recall_first_fp_confirmed_true
loan_2532,loan_0253,1,stage1_recall_first_fp_confirmed_true
loan_2224,loan_0257,1,stage1_recall_first_fp_confirmed_true
loan_1824,loan_0259,1,stage1_recall_first_fp_confirmed_true
loan_2225,loan_0261,1,stage1_recall_first_fp_confirmed_true
loan_2226,loan_0262,1,stage1_recall_first_fp_confirmed_true
loan_1393,loan_0264,1,stage1_recall_first_fp_confirmed_true
loan_1453,loan_0264,1,stage1_recall_first_fp_confirmed_true
loan_2536,loan_0265,1,stage1_recall_first_fp_confirmed_true
loan_1491,loan_0267,1,stage1_recall_first_fp_confirmed_true
loan_2537,loan_0267,1,stage1_recall_first_fp_confirmed_true
loan_2227,loan_0271,1,stage1_recall_first_fp_confirmed_true
loan_2783,loan_0271,1,stage1_symmetric_unique_fp_confirmed_true
loan_1995,loan_0272,1,stage1_recall_first_fp_confirmed_true
loan_2481,loan_0272,1,stage1_recall_first_fp_confirmed_true
loan_4061,loan_0272,1,stage1_recall_first_fp_confirmed_true
loan_2006,loan_0276,1,stage1_recall_first_fp_confirmed_true
loan_2194,loan_0276,1,stage1_recall_first_fp_confirmed_true
loan_2538,loan_0276,1,stage1_recall_first_fp_confirmed_true
loan_2012,loan_0277,1,stage1_recall_first_fp_confirmed_true
loan_2539,loan_0277,1,stage1_recall_first_fp_confirmed_true
loan_0688,loan_0280,1,stage1_recall_first_fp_confirmed_true
loan_2106,loan_0280,1,stage1_recall_first_fp_confirmed_true
loan_2786,loan_0280,1,stage1_symmetric_iterative_fp_confirmed_true_round4
loan_3564,loan_0280,1,stage1_recall_first_fp_confirmed_true
loan_0281,loan_0354,1,stage1_pair_label_confirmed_true
loan_1529,loan_0281,1,stage1_recall_first_fp_confirmed_true
loan_0281,loan_2541,1,stage1_pair_label_confirmed_true
loan_3565,loan_0281,1,stage1_recall_first_fp_confirmed_true
loan_1932,loan_0288,1,stage1_recall_first_fp_confirmed_true_round2
loan_2083,loan_0288,1,stage1_recall_first_fp_confirmed_true
loan_2542,loan_0288,1,stage1_recall_first_fp_confirmed_true
loan_3608,loan_0288,1,stage1_recall_first_fp_confirmed_true
loan_0537,loan_0290,1,stage1_recall_first_fp_confirmed_true
loan_1046,loan_0290,1,stage1_recall_first_fp_confirmed_true
loan_2543,loan_0290,1,stage1_recall_first_fp_confirmed_true
loan_3567,loan_0290,1,stage1_recall_first_fp_confirmed_true
loan_2791,loan_0291,1,stage1_symmetric_iterative_fp_confirmed_true_round4
loan_2792,loan_0292,1,stage1_recall_first_fp_confirmed_true
loan_2228,loan_0293,1,stage1_recall_first_fp_confirmed_true
loan_2793,loan_0294,1,stage1_recall_first_fp_confirmed_true
loan_0696,loan_0295,1,stage1_recall_first_fp_confirmed_true
loan_2043,loan_0295,1,stage1_recall_first_fp_confirmed_true
loan_2544,loan_0295,1,stage1_recall_first_fp_confirmed_true
loan_0295,loan_3568,1,stage1_symmetric_iterative_fp_confirmed_true_round1
loan_0296,loan_2082,1,stage1_pair_label_confirmed_true
loan_2229,loan_0296,1,stage1_recall_first_fp_confirmed_true
loan_3594,loan_0296,1,stage1_recall_first_fp_confirmed_true
loan_2206,loan_0297,1,stage1_recall_first_fp_confirmed_true
loan_3101,loan_0297,1,stage1_recall_first_fp_confirmed_true
loan_4132,loan_0297,1,stage1_recall_first_fp_confirmed_true
loan_0300,loan_2795,1,stage1_pair_label_confirmed_true
loan_1267,loan_0301,1,stage1_recall_first_fp_confirmed_true
loan_1569,loan_0301,1,stage1_recall_first_fp_confirmed_true
loan_2545,loan_0301,1,stage1_recall_first_fp_confirmed_true
loan_3569,loan_0301,1,stage1_recall_first_fp_confirmed_true
loan_2796,loan_0302,1,stage1_recall_first_fp_confirmed_true
loan_0673,loan_0303,1,stage1_recall_first_fp_confirmed_true
loan_1904,loan_0303,1,stage1_recall_first_fp_confirmed_true
loan_2546,loan_0303,1,stage1_recall_first_fp_confirmed_true
loan_3570,loan_0303,1,stage1_recall_first_fp_confirmed_true
loan_2547,loan_0304,1,stage1_recall_first_fp_confirmed_true
loan_0343,loan_0305,1,stage1_recall_first_fp_confirmed_true
loan_0671,loan_0305,1,stage1_recall_first_fp_confirmed_true
loan_2548,loan_0305,1,stage1_recall_first_fp_confirmed_true
loan_3571,loan_0305,1,stage1_recall_first_fp_confirmed_true
loan_1274,loan_0306,1,stage1_recall_first_fp_confirmed_true
loan_1483,loan_0306,1,stage1_recall_first_fp_confirmed_true
loan_2549,loan_0306,1,stage1_recall_first_fp_confirmed_true
loan_3572,loan_0306,1,stage1_recall_first_fp_confirmed_true
loan_0412,loan_0307,1,stage1_recall_first_fp_confirmed_true
loan_3573,loan_0307,1,stage1_recall_first_fp_confirmed_true
loan_2007,loan_0309,1,stage1_recall_first_fp_confirmed_true
loan_2551,loan_0309,1,stage1_recall_first_fp_confirmed_true
loan_0742,loan_0310,1,stage1_recall_first_fp_confirmed_true
loan_2230,loan_0310,1,stage1_recall_first_fp_confirmed_true
loan_2799,loan_0312,1,stage1_recall_first_fp_confirmed_true_final_pending_rerun
loan_2801,loan_0315,1,stage1_recall_first_fp_confirmed_true
loan_1832,loan_0316,1,stage1_recall_first_fp_confirmed_true_round2
loan_2576,loan_0317,1,stage1_symmetric_iterative_fp_confirmed_true_round2
loan_2831,loan_0317,1,stage1_recall_first_fp_confirmed_true
loan_2013,loan_0319,1,stage1_recall_first_fp_confirmed_true_round2
loan_3100,loan_0320,1,stage1_recall_first_fp_confirmed_true
loan_4131,loan_0320,1,stage1_recall_first_fp_confirmed_true
loan_2154,loan_0321,1,stage1_recall_first_fp_confirmed_true_round2
loan_2126,loan_0322,1,stage1_recall_first_fp_confirmed_true
loan_2683,loan_0323,1,stage1_recall_first_fp_confirmed_true
loan_1968,loan_0325,1,stage1_recall_first_fp_confirmed_true
loan_2626,loan_0325,1,stage1_recall_first_fp_confirmed_true
loan_1847,loan_0327,1,stage1_recall_first_fp_confirmed_true
loan_0327,loan_2054,1,stage1_pair_label_confirmed_true
loan_1961,loan_0328,1,stage1_recall_first_fp_confirmed_true
loan_2511,loan_0328,1,stage1_recall_first_fp_confirmed_true
loan_3160,loan_0328,1,stage1_recall_first_fp_confirmed_true
loan_4191,loan_0328,1,stage1_recall_first_fp_confirmed_true
loan_0330,loan_2152,1,stage1_pair_label_confirmed_true
loan_2186,loan_0331,1,stage1_recall_first_fp_confirmed_true
loan_3566,loan_0331,1,stage1_recall_first_fp_confirmed_true
loan_2617,loan_0332,1,stage1_recall_first_fp_confirmed_true
loan_2690,loan_0333,1,stage1_recall_first_fp_confirmed_true
loan_2156,loan_0334,1,stage1_recall_first_fp_confirmed_true
loan_1883,loan_0335,1,stage1_recall_first_fp_confirmed_true
loan_1757,loan_0336,1,stage1_recall_first_fp_confirmed_true
loan_1689,loan_0337,1,stage1_recall_first_fp_confirmed_true
loan_1999,loan_0337,1,stage1_recall_first_fp_confirmed_true
loan_4063,loan_0337,1,stage1_recall_first_fp_confirmed_true
loan_1764,loan_0338,1,stage1_recall_first_fp_confirmed_true
loan_0342,loan_1716,1,stage1_symmetric_unique_fp_confirmed_true
loan_2548,loan_0343,1,stage1_recall_first_fp_confirmed_true
loan_3274,loan_0343,1,stage1_recall_first_fp_confirmed_true
loan_0345,loan_1986,1,stage1_pair_label_confirmed_true
loan_0346,loan_2191,1,stage1_pair_label_confirmed_true
loan_2315,loan_0346,1,stage1_symmetric_unique_fp_confirmed_true
loan_2316,loan_0347,1,stage1_recall_first_fp_confirmed_true
loan_2317,loan_0349,1,stage1_recall_first_fp_confirmed_true
loan_1860,loan_0353,1,stage1_recall_first_fp_confirmed_true
loan_0354,loan_3250,1,stage1_symmetric_iterative_fp_confirmed_true_round2
loan_0357,loan_2650,1,stage1_symmetric_unique_fp_confirmed_true
loan_1712,loan_0358,1,stage1_recall_first_fp_confirmed_true
loan_2606,loan_0358,1,stage1_recall_first_fp_confirmed_true
loan_0360,loan_1754,1,stage1_pair_label_confirmed_true
loan_1910,loan_0361,1,stage1_recall_first_fp_confirmed_true
loan_2319,loan_0364,1,stage1_recall_first_fp_confirmed_true
loan_2603,loan_0365,1,stage1_recall_first_fp_confirmed_true
loan_2320,loan_0366,1,stage1_recall_first_fp_confirmed_true
loan_1720,loan_0368,1,stage1_recall_first_fp_confirmed_true
loan_0370,loan_1875,1,stage1_pair_label_confirmed_true
loan_2602,loan_0372,1,stage1_symmetric_iterative_fp_confirmed_true_round4
loan_2157,loan_0375,1,stage1_recall_first_fp_confirmed_true
loan_2657,loan_0375,1,stage1_recall_first_fp_confirmed_true
loan_0376,loan_1963,1,stage1_pair_label_confirmed_true
loan_2321,loan_0376,1,stage1_recall_first_fp_confirmed_true
loan_0379,loan_2088,1,stage1_pair_label_confirmed_true
loan_2322,loan_0379,1,stage1_recall_first_fp_confirmed_true
loan_1752,loan_0380,1,stage1_recall_first_fp_confirmed_true
loan_2560,loan_0382,1,stage1_recall_first_fp_confirmed_true
loan_2109,loan_0383,1,stage1_recall_first_fp_confirmed_true_round3
loan_2323,loan_0384,1,stage1_recall_first_fp_confirmed_true
loan_2324,loan_0386,1,stage1_recall_first_fp_confirmed_true
loan_0387,loan_2049,1,stage1_pair_label_confirmed_true
loan_2325,loan_0387,1,stage1_recall_first_fp_confirmed_true
loan_2326,loan_0389,1,stage1_recall_first_fp_confirmed_true
loan_2327,loan_0390,1,stage1_recall_first_fp_confirmed_true
loan_2328,loan_0391,1,stage1_recall_first_fp_confirmed_true
loan_2057,loan_0392,1,stage1_recall_first_fp_confirmed_true
loan_0392,loan_2329,1,stage1_symmetric_unique_fp_confirmed_true
loan_1675,loan_0393,1,stage1_recall_first_fp_confirmed_true
loan_2516,loan_0393,1,stage1_recall_first_fp_confirmed_true
loan_3179,loan_0393,1,stage1_recall_first_fp_confirmed_true
loan_4210,loan_0393,1,stage1_recall_first_fp_confirmed_true
loan_1743,loan_0399,1,stage1_recall_first_fp_confirmed_true
loan_1812,loan_0399,1,stage1_recall_first_fp_confirmed_true
loan_1862,loan_0401,1,stage1_recall_first_fp_confirmed_true
loan_1918,loan_0402,1,stage1_recall_first_fp_confirmed_true
loan_2101,loan_0402,1,stage1_recall_first_fp_confirmed_true
loan_0403,loan_1860,1,stage1_pair_label_confirmed_true
loan_2022,loan_0404,1,stage1_recall_first_fp_confirmed_true
loan_1901,loan_0405,1,stage1_recall_first_fp_confirmed_true
loan_3201,loan_0406,1,stage1_recall_first_fp_confirmed_true
loan_2332,loan_0407,1,stage1_recall_first_fp_confirmed_true
loan_1709,loan_0408,1,stage1_recall_first_fp_confirmed_true
loan_2125,loan_0408,1,stage1_recall_first_fp_confirmed_true
loan_0411,loan_2333,1,stage1_pair_label_confirmed_true
loan_3276,loan_0412,1,stage1_recall_first_fp_confirmed_true
loan_1698,loan_0413,1,stage1_recall_first_fp_confirmed_true
loan_1934,loan_0414,1,stage1_recall_first_fp_confirmed_true
loan_0415,loan_1680,1,stage1_pair_label_confirmed_true
loan_2334,loan_0415,1,stage1_recall_first_fp_confirmed_true
loan_2130,loan_0416,1,stage1_recall_first_fp_confirmed_true
loan_2640,loan_0416,1,stage1_recall_first_fp_confirmed_true
loan_1921,loan_0417,1,stage1_recall_first_fp_confirmed_true
loan_4056,loan_0417,1,stage1_recall_first_fp_confirmed_true
loan_2563,loan_0418,1,stage1_recall_first_fp_confirmed_true
loan_2603,loan_0420,1,stage1_symmetric_unique_fp_confirmed_true
loan_1941,loan_0421,1,stage1_recall_first_fp_confirmed_true
loan_2070,loan_0421,1,stage1_recall_first_fp_confirmed_true
loan_4057,loan_0421,1,stage1_recall_first_fp_confirmed_true
loan_2335,loan_0422,1,stage1_recall_first_fp_confirmed_true
loan_4010,loan_0422,1,stage1_recall_first_fp_confirmed_true
loan_0423,loan_3087,1,stage1_pair_label_confirmed_true
loan_2150,loan_0424,1,stage1_recall_first_fp_confirmed_true
loan_3705,loan_0424,1,stage1_recall_first_fp_confirmed_true
loan_0428,loan_1930,1,stage1_pair_label_confirmed_true
loan_2336,loan_0428,1,stage1_recall_first_fp_confirmed_true
loan_2487,loan_0429,1,stage1_recall_first_fp_confirmed_true
loan_3095,loan_0429,1,stage1_recall_first_fp_confirmed_true
loan_4126,loan_0429,1,stage1_recall_first_fp_confirmed_true
loan_2337,loan_0430,1,stage1_recall_first_fp_confirmed_true
loan_1964,loan_0431,1,stage1_recall_first_fp_confirmed_true
loan_1879,loan_0432,1,stage1_recall_first_fp_confirmed_true
loan_2129,loan_0432,1,stage1_recall_first_fp_confirmed_true
loan_0433,loan_2042,1,stage1_pair_label_confirmed_true
loan_2096,loan_0434,1,stage1_recall_first_fp_confirmed_true
loan_2160,loan_0435,1,stage1_recall_first_fp_confirmed_true
loan_0436,loan_1896,1,stage1_pair_label_confirmed_true
loan_2338,loan_0436,1,stage1_symmetric_iterative_fp_confirmed_true_round5
loan_1981,loan_0437,1,stage1_recall_first_fp_confirmed_true
loan_2089,loan_0439,1,stage1_recall_first_fp_confirmed_true
loan_2909,loan_0439,1,stage1_recall_first_fp_confirmed_true
loan_2011,loan_0440,1,stage1_recall_first_fp_confirmed_true
loan_2168,loan_0440,1,stage1_recall_first_fp_confirmed_true
loan_2642,loan_0444,1,stage1_recall_first_fp_confirmed_true
loan_1958,loan_0445,1,stage1_recall_first_fp_confirmed_true
loan_2578,loan_0445,1,stage1_recall_first_fp_confirmed_true
loan_0445,loan_2833,1,stage1_symmetric_iterative_fp_confirmed_true_round4
loan_0451,loan_1866,1,stage1_pair_label_confirmed_true
loan_2339,loan_0451,1,stage1_recall_first_fp_confirmed_true
loan_2340,loan_0453,1,stage1_recall_first_fp_confirmed_true
loan_1768,loan_0454,1,stage1_recall_first_fp_confirmed_true
loan_0454,loan_1773,1,stage1_pair_label_confirmed_true
loan_2193,loan_0456,1,stage1_recall_first_fp_confirmed_true
loan_1950,loan_0457,1,stage1_recall_first_fp_confirmed_true
loan_0458,loan_2042,1,stage1_pair_label_confirmed_true
loan_0459,loan_1848,1,stage1_pair_label_confirmed_true
loan_2341,loan_0460,1,stage1_recall_first_fp_confirmed_true
loan_0461,loan_1956,1,stage1_pair_label_confirmed_true
loan_2342,loan_0461,1,stage1_recall_first_fp_confirmed_true
loan_2142,loan_0462,1,stage1_recall_first_fp_confirmed_true
loan_0463,loan_2343,1,stage1_pair_label_confirmed_true
loan_2001,loan_0464,1,stage1_recall_first_fp_confirmed_true
loan_2058,loan_0464,1,stage1_recall_first_fp_confirmed_true
loan_4066,loan_0464,1,stage1_recall_first_fp_confirmed_true
loan_2344,loan_0465,1,stage1_recall_first_fp_confirmed_true
